scenario,model_type,feature,coef_abs,relative_importance_pct,coef_direction
w2_predict_w2,lasso,v6_3,0.04701814263638298,0.8022511393820961,negative
w2_predict_w2,lasso,v6_8,0.04164381148847441,0.7105511477390826,positive
w2_predict_w2,lasso,v23_8,0.036560712356853264,0.6238203276496543,positive
w2_predict_w2,lasso,v25_4,0.0350158690261523,0.5974613042444494,negative
w2_predict_w2,lasso,v5_4,0.03187114795574243,0.5438042280539707,negative
w2_predict_w2,lasso,v27_3,0.03155370063193494,0.5383877555406287,negative
w2_predict_w2,lasso,v42_10,0.02916505718387169,0.4976313194005188,negative
w2_predict_w2,lasso,v3,0.02515382046476608,0.4291892447503039,negative
w2_predict_w2,lasso,v25_14,0.024894064179286864,0.42475713058537495,positive
w2_predict_w2,lasso,v19_6,0.024423528987782613,0.41672858304314275,negative
w2_predict_w2,lasso,v23_3,0.020723061169871753,0.3535890297408274,negative
w2_predict_w2,lasso,v22_6,0.019966694273798824,0.34068345393239763,positive
w2_predict_w2,lasso,v6_7,0.01973863356512212,0.33679214829748305,positive
w2_predict_w2,lasso,v42_04,0.018932836500854422,0.3230431659542443,positive
w2_predict_w2,lasso,v22_5,0.017750216641253026,0.30286461196162107,negative
w2_predict_w2,lasso,v26_1,0.01743157395135463,0.2974277434106087,positive
w2_predict_w2,lasso,v28_5,0.015486855853946416,0.26424582209380487,negative
w2_predict_w2,lasso,v6_2,0.012362838214018158,0.21094199998274468,negative
w2_predict_w2,lasso,v28_1,0.01207482805096204,0.20602780157953932,positive
w2_predict_w2,lasso,v42_09,0.011583959382420064,0.19765231232063257,positive
w2_predict_w2,lasso,v42_05,0.009339634485789445,0.15935832398957778,negative
w2_predict_w2,lasso,v42_06,0.00881776111219912,0.150453814259922,positive
w2_predict_w2,lasso,v42_02,0.007758208268384329,0.13237510190499796,positive
w2_predict_w2,lasso,v19_8,0.006478028724990529,0.11053192734057764,positive
w2_predict_w2,lasso,v23_1,0.006055809216028703,0.10332777032498629,positive
w2_predict_w2,lasso,v5_2,0.004757924596237403,0.08118250135793104,negative
